Title,Section,call_number,MinCredit,MaxCredit,MaxEnrollment,Cur_Enroll,Status,StartDate,EndDate,Instructor,Term,Meeting_day,start_time,end_time,site,Building,Room,Activity,control,Argument,value,Operator
Microeconomics,BT 244B,10109,3,3,50,50,C,2019-08-26Z,2019-12-20Z,Rodivilov A,2019F,T,8:30:00Z,9:45:00Z,Castle Point,C,315,LEC,NA,NA,NA,NA
Microeconomics,BT 244C,10110,3,3,50,51,C,2019-08-26Z,2019-12-20Z,Anderson R,2019F,T,10:00:00Z,11:15:00Z,Castle Point,C,316,LEC,NA,NA,NA,NA
Microeconomics,BT 244D,10111,3,3,50,48,O,2019-08-26Z,2019-12-20Z,Rodivilov A,2019F,T,10:00:00Z,11:15:00Z,Castle Point,C,315,LEC,NA,NA,NA,NA
Microeconomics,BT 244E,10112,3,3,50,48,O,2019-08-26Z,2019-12-20Z,Zejnullahi R,2019F,M,4:35:00Z,5:50:00Z,Castle Point,C,315,LEC,NA,NA,NA,NA
Microeconomics,BT 244F,10113,3,3,50,49,O,2019-08-26Z,2019-12-20Z,Zejnullahi R,2019F,M,7:00:00Z,8:15:00Z,Castle Point,C,315,LEC,NA,NA,NA,NA
Microeconomics,BT 244G,10114,3,3,50,52,C,2019-08-26Z,2019-12-20Z,Anderson R,2019F,M,9:00:00Z,10:15:00Z,Castle Point,C,316,LEC,NA,NA,NA,NA
Business Career Seminar,BT 290A,10117,0,0,49,50,C,2019-08-26Z,2019-12-20Z,Bautista J,2019F,R,6:00:00Z,6:50:00Z,Castle Point,C,315,LEC,NA,NA,NA,NA
Business Career Seminar,BT 290B,10118,0,0,49,49,C,2019-08-26Z,2019-12-20Z,Maccarone A,2019F,R,7:00:00Z,7:50:00Z,Castle Point,X,104,LEC,NA,NA,NA,NA
Business Career Seminar,BT 290QA,12174,0,0,45,44,O,2019-08-26Z,2019-12-20Z,Solgere A,2019F,R,6:00:00Z,6:50:00Z,Castle Point,P,116,LEC,NA,NA,NA,NA
Business Career Seminar,BT 290QB,12175,0,0,45,49,C,2019-08-26Z,2019-12-20Z,Malantchouk N,2019F,R,7:00:00Z,7:50:00Z,Castle Point,C,315,LEC,NA,NA,NA,NA
Corporate Finance,BT 321A,10119,3,3,60,61,C,2019-08-26Z,2019-12-20Z,Luo V,2019F,T,8:30:00Z,9:45:00Z,Castle Point,BC,104,LEC,NA,,,
Corporate Finance,BT 321B,10120,3,3,45,45,C,2019-08-26Z,2019-12-20Z,Banerjee S,2019F,T,10:00:00Z,11:15:00Z,Castle Point,E,330,LEC,NA,,,
Social Psychology & Org Behavior,BT 330A,10121,3,3,45,45,C,2019-08-26Z,2019-12-20Z,Aronson Z,2019F,M,11:00:00Z,12:15:00Z,Castle Point,X,218B,LEC,NA,NA,NA,NA
Social Psychology & Org Behavior,BT 330B,10122,3,3,35,32,O,2019-08-26Z,2019-12-20Z,Zheng W,2019F,M,12:30:00Z,13:45:00Z,Castle Point,X,218B,LEC,NA,NA,NA,NA
Intermediate Microeconomics,BT 344A,10123,3,3,25,24,O,2019-08-26Z,2019-12-20Z,Saad-Lessler J,2019F,T,7:00:00Z,8:15:00Z,Castle Point,BC,204,LEC,NA,,,
Marketing,BT 350A,10124,3,3,45,45,C,2019-08-26Z,2019-12-20Z,Madzharov A,2019F,M,9:00:00Z,10:15:00Z,Castle Point,BC,320,LEC,NA,NA,NA,NA
Marketing,BT 350B,10125,3,3,45,45,C,2019-08-26Z,2019-12-20Z,Madzharov A,2019F,M,11:00:00Z,12:15:00Z,Castle Point,BC,319,LEC,NA,NA,NA,NA
Marketing,BT 350C,12177,3,3,45,45,C,2019-08-26Z,2019-12-20Z,Sabnis G,2019F,T,11:30:00Z,12:45:00Z,Castle Point,C,315,LEC,NA,NA,NA,NA
Marketing,BT 350D,12178,3,3,45,44,O,2019-08-26Z,2019-12-20Z,Omelianuk S,2019F,MW,4:30:00Z,5:45:00Z,Castle Point,BC,320,LEC,NA,NA,NA,NA
Project Management,BT 353A,10126,3,3,45,46,C,2019-08-26Z,2019-12-20Z,Ashmen R,2019F,M,12:30:00Z,13:45:00Z,Castle Point,BC,104,LEC,NA,NA,NA,NA
Project Management,BT 353B,10127,3,3,45,56,C,2019-08-26Z,2019-12-20Z,Rohmeyer P,2019F,T,13:00:00Z,14:15:00Z,Castle Point,BC,104,LEC,NA,NA,NA,NA
Project Management,BT 353C,10128,3,3,45,47,C,2019-08-26Z,2019-12-20Z,Dool R,2019F,M,12:30:00Z,13:45:00Z,Castle Point,P,116,LEC,NA,NA,NA,NA
International Business,BT 360A,10129,3,3,40,42,C,2019-08-26Z,2019-12-20Z,Wheeler A,2019F,T,10:00:00Z,11:15:00Z,Castle Point,BC,320,LEC,NA,NA,NA,NA
International Business,BT 360B,10130,3,3,40,43,C,2019-08-26Z,2019-12-20Z,Wheeler A,2019F,T,11:30:00Z,12:45:00Z,Castle Point,BC,320,LEC,NA,NA,NA,NA
Advanced Strategy,BT 401A,10131,3,3,40,40,C,2019-08-26Z,2019-12-20Z,Garg P,2019F,T,5:30:00Z,6:45:00Z,Castle Point,BC,319,LEC,NA,,,
Advanced Strategy,BT 401B,10132,3,3,40,45,C,2019-08-26Z,2019-12-20Z,Garg P,2019F,T,7:00:00Z,8:15:00Z,Castle Point,BC,319,LEC,NA,,,
Senior Design I,BT 411A,10133,3,3,100,110,C,2019-08-26Z,2019-12-20Z,Murphy A,2019F,M,6:00:00Z,6:50:00Z,Castle Point,BC,122,LEC,NA,,,
Senior Design I,BT 411CA,12583,3,3,0,4,C,2019-08-26Z,2019-12-20Z,Murphy A,2019F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senior Design I,BT 411RA,12179,0,0,35,35,C,2019-08-26Z,2019-12-20Z,Murphy A,2019F,M,7:00:00Z,8:30:00Z,Castle Point,BC,219,RCT,NA,,,
Senior Design I,BT 411RB,12180,0,0,35,35,C,2019-08-26Z,2019-12-20Z,Biagi J,2019F,M,7:00:00Z,8:30:00Z,Castle Point,B,715,RCT,NA,,,
Senior Design I,BT 411RC,12181,0,0,35,40,C,2019-08-26Z,2019-12-20Z,Omelianuk S,2019F,M,7:00:00Z,8:30:00Z,Castle Point,BC,320,RCT,NA,,,
Systems Analysis and Design,BT 421A,10135,3,3,45,41,O,2019-08-26Z,2019-12-20Z,Frank M,2019F,T,11:30:00Z,12:45:00Z,Castle Point,BC,104,LEC,NA,NA,NA,NA
Equity Valuation,BT 426A,10136,3,3,40,41,C,2019-08-26Z,2019-12-20Z,Kaufman J,2019F,T,13:00:00Z,14:15:00Z,Castle Point,BC,321,LEC,NA,,,
Equity Valuation,BT 426B,12394,3,3,40,35,O,2019-08-26Z,2019-12-20Z,Kaufman J,2019F,T,11:30:00Z,12:45:00Z,Castle Point,BC,321,LEC,NA,,,
Social Media & Network Analysis,BT 435A,10137,3,3,45,47,C,2019-08-26Z,2019-12-20Z,Sabnis G,2019F,TR,8:30:00Z,9:45:00Z,Castle Point,X,104,LEC,NA,NA,NA,NA
"Money,Banking & Financial Inst",BT 440A,10138,3,3,40,36,O,2019-08-26Z,2019-12-20Z,Bonini S,2019F,TR,8:25:00Z,9:40:00Z,Castle Point,BC,219,LEC,NA,,,
"Money,Banking & Financial Inst",BT 440B,12420,3,3,40,36,O,2019-08-26Z,2019-12-20Z,Simaan M,2019F,TR,8:25:00Z,9:40:00Z,Castle Point,BC,220,LEC,NA,,,
Creativity and Innovation,BT 447A,10139,3,3,18,17,O,2019-08-26Z,2019-12-20Z,Chen Y,2019F,TR,5:30:00Z,6:45:00Z,Castle Point,BC,221,LEC,NA,NA,NA,NA
English Skills,CAL 101A,10141,3,3,15,12,O,2019-08-26Z,2019-12-20Z,Balog Z,2019F,MWF,6:00:00Z,6:50:00Z,Castle Point,P,216,LEC,NA,,,
English Skills,CAL 101B,10142,3,3,15,0,X,2019-08-26Z,2019-12-20Z,Staff A,2019F,TR,10:00:00Z,11:15:00Z,Castle Point,,,LEC,NA,,,
Writing & Communications Collqm,CAL 103A,10144,3,3,18,17,O,2019-08-26Z,2019-12-20Z,Cihan-Artun F,2019F,TWF,7:00:00Z,7:50:00Z,Castle Point,E,130,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103A1,10145,3,3,18,17,O,2019-08-26Z,2019-12-20Z,Cihan-Artun F,2019F,TWF,10:00:00Z,10:50:00Z,Castle Point,E,130,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103A2,10146,3,3,18,17,O,2019-08-26Z,2019-12-20Z,Cihan-Artun F,2019F,T,8:30:00Z,9:20:00Z,Castle Point,P,220,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103A3,10147,3,3,18,18,C,2019-08-26Z,2019-12-20Z,Shalev T,2019F,MWF,10:00:00Z,10:50:00Z,Castle Point,BC,203,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103A4,10148,3,3,18,18,C,2019-08-26Z,2019-12-20Z,Espinel R,2019F,TR,7:00:00Z,8:15:00Z,Castle Point,M,103,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103A5,10149,3,3,18,18,C,2019-08-26Z,2019-12-20Z,Wolf V,2019F,TR,10:00:00Z,11:15:00Z,Castle Point,X,218B,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103A6,12199,3,3,18,18,C,2019-08-26Z,2019-12-20Z,Meneses R,2019F,TR,7:00:00Z,8:15:00Z,Castle Point,X,218A,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103A7,10151,3,3,18,18,C,2019-08-26Z,2019-12-20Z,Meneses R,2019F,TR,10:00:00Z,11:15:00Z,Castle Point,ABS,301,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103A8,10152,3,3,18,18,C,2019-08-26Z,2019-12-20Z,Hammerman R,2019F,R,11:30:00Z,12:45:00Z,Castle Point,B,514,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103A9,10153,3,3,18,18,C,2019-08-26Z,2019-12-20Z,Horgan J,2019F,TR,10:00:00Z,11:15:00Z,Castle Point,P,220,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103B,10154,3,3,18,18,C,2019-08-26Z,2019-12-20Z,McBryan J,2019F,WF,4:35:00Z,5:50:00Z,Castle Point,M,105,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103B1,10155,3,3,18,18,C,2019-08-26Z,2019-12-20Z,McBryan J,2019F,TR,7:00:00Z,8:15:00Z,Castle Point,X,105,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103B2,10156,3,3,18,18,C,2019-08-26Z,2019-12-20Z,Middleton B,2019F,TR,10:00:00Z,11:15:00Z,Castle Point,BC,202,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103B3,10157,3,3,18,18,C,2019-08-26Z,2019-12-20Z,Middleton B,2019F,TR,11:30:00Z,12:45:00Z,Castle Point,E,229,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103B4,10158,3,3,18,19,C,2019-08-26Z,2019-12-20Z,Middleton B,2019F,TR,8:30:00Z,9:45:00Z,Castle Point,E,130,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103B5,12200,3,3,18,18,C,2019-08-26Z,2019-12-20Z,Ogden B,2019F,TR,10:00:00Z,11:15:00Z,Castle Point,P,218,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103B6,10160,3,3,18,18,C,2019-08-26Z,2019-12-20Z,Ogden B,2019F,TR,7:00:00Z,8:15:00Z,Castle Point,BC,320,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103B7,10161,3,3,18,18,C,2019-08-26Z,2019-12-20Z,Ogden B,2019F,T,11:30:00Z,12:45:00Z,Castle Point,C,316,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103B8,12201,3,3,18,18,C,2019-08-26Z,2019-12-20Z,Swindall L,2019F,MWF,8:00:00Z,8:50:00Z,Castle Point,M,205,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103B9,10163,3,3,18,17,O,2019-08-26Z,2019-12-20Z,Swindall L,2019F,MWF,7:00:00Z,7:50:00Z,Castle Point,BC,202,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103C,12202,3,3,18,17,O,2019-08-26Z,2019-12-20Z,Vredenburg J,2019F,MWF,5:00:00Z,5:50:00Z,Castle Point,E,229,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103C1,10165,3,3,16,17,C,2019-08-26Z,2019-12-20Z,Vredenburg J,2019F,MWF,6:00:00Z,6:50:00Z,Castle Point,E,130,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103C2,10166,3,3,18,17,O,2019-08-26Z,2019-12-20Z,Vredenburg J,2019F,MWF,7:00:00Z,7:50:00Z,Castle Point,ABS,301,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103C3,10167,3,3,18,18,C,2019-08-26Z,2019-12-20Z,Whitney M,2019F,TR,5:30:00Z,6:45:00Z,Castle Point,E,231,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103C4,10168,3,3,15,15,C,2019-08-26Z,2019-12-20Z,Whitney M,2019F,TR,8:30:00Z,9:45:00Z,Castle Point,E,231,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103C5,12203,3,3,18,18,C,2019-08-26Z,2019-12-20Z,Whitney M,2019F,TR,10:00:00Z,11:15:00Z,Castle Point,E,229A,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103C6,12383,3,3,18,18,C,2019-08-26Z,2019-12-20Z,Shalev T,2019F,MWF,7:00:00Z,7:50:00Z,Castle Point,E,229A,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103C7,12384,3,3,18,17,O,2019-08-26Z,2019-12-20Z,Atamer E,2019F,MWF,5:00:00Z,5:50:00Z,Castle Point,BC,202,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103C8,12385,3,3,18,17,O,2019-08-26Z,2019-12-20Z,Atamer E,2019F,MWF,6:00:00Z,6:50:00Z,Castle Point,E,229A,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103C9,12386,3,3,18,18,C,2019-08-26Z,2019-12-20Z,Shalev T,2019F,MWF,9:00:00Z,9:50:00Z,Castle Point,E,130,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103D,12204,3,3,18,17,O,2019-08-26Z,2019-12-20Z,Minsloff S,2019F,MW,4:35:00Z,5:50:00Z,Castle Point,M,205,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103D1,12387,3,3,18,16,O,2019-08-26Z,2019-12-20Z,Burke M,2019F,MWF,10:00:00Z,10:50:00Z,Castle Point,BC,202,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103D2,12388,3,3,18,15,O,2019-08-26Z,2019-12-20Z,Bhandari N,2019F,MWF,5:00:00Z,5:50:00Z,Castle Point,E,229A,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103D3,12389,3,3,18,14,O,2019-08-26Z,2019-12-20Z,Jurlando M,2019F,MWF,7:00:00Z,7:50:00Z,Castle Point,M,205,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103D4,12390,3,3,18,18,C,2019-08-26Z,2019-12-20Z,Burke M,2019F,MWF,8:00:00Z,8:50:00Z,Castle Point,E,229A,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103D5,12391,3,3,18,18,C,2019-08-26Z,2019-12-20Z,Burke M,2019F,MWF,6:00:00Z,6:50:00Z,Castle Point,BC,204,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103E,12205,3,3,18,16,O,2019-08-26Z,2019-12-20Z,Jurlando M,2019F,MWF,5:00:00Z,5:50:00Z,Castle Point,BC,204,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103F,10171,3,3,16,16,C,2019-08-26Z,2019-12-20Z,Bhandari N,2019F,MWF,6:00:00Z,6:50:00Z,Castle Point,M,205,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103G,10172,3,3,18,17,O,2019-08-26Z,2019-12-20Z,Jurlando M,2019F,MWF,8:00:00Z,8:50:00Z,Castle Point,E,130,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103H,10173,3,3,18,18,C,2019-08-26Z,2019-12-20Z,Jurlando M,2019F,MWF,9:00:00Z,9:50:00Z,Castle Point,BC,202,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103I,10174,3,3,18,16,O,2019-08-26Z,2019-12-20Z,Linnehan N,2019F,TR,5:30:00Z,6:45:00Z,Castle Point,BC,202,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103J,10175,3,3,18,18,C,2019-08-26Z,2019-12-20Z,Wolf V,2019F,TR,8:30:00Z,9:45:00Z,Castle Point,ABS,301,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103K,10176,3,3,18,14,O,2019-08-26Z,2019-12-20Z,Stein A,2019F,WF,4:35:00Z,5:50:00Z,Castle Point,E,130,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103L,10177,3,3,18,15,O,2019-08-26Z,2019-12-20Z,Shalev T,2019F,MWF,6:00:00Z,6:50:00Z,Castle Point,B,714,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103M,10178,3,3,18,17,O,2019-08-26Z,2019-12-20Z,Quigley L,2019F,MWF,7:00:00Z,7:50:00Z,Castle Point,P,216,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103N,10179,3,3,18,18,C,2019-08-26Z,2019-12-20Z,Quigley L,2019F,MWF,9:00:00Z,9:50:00Z,Castle Point,ABS,301,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103O,10180,3,3,18,15,O,2019-08-26Z,2019-12-20Z,Quigley L,2019F,MWF,10:00:00Z,10:50:00Z,Castle Point,ABS,301,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103P,10181,3,3,18,17,O,2019-08-26Z,2019-12-20Z,Quigley L,2019F,MWF,6:00:00Z,6:50:00Z,Castle Point,ABS,301,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103Q,12206,3,3,18,17,O,2019-08-26Z,2019-12-20Z,Balog Z,2019F,MW,4:35:00Z,5:50:00Z,Castle Point,P,216,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103R,10183,3,3,18,17,O,2019-08-26Z,2019-12-20Z,Kizershot J,2019F,MWF,8:00:00Z,8:50:00Z,Castle Point,P,216,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103S,10184,3,3,18,16,O,2019-08-26Z,2019-12-20Z,Schoch M,2019F,TR,4:00:00Z,5:15:00Z,Castle Point,E,231,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103T,10185,3,3,18,16,O,2019-08-26Z,2019-12-20Z,Schoch M,2019F,TR,5:30:00Z,6:45:00Z,Castle Point,E,130,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103U,10186,3,3,18,15,O,2019-08-26Z,2019-12-20Z,Elbanna A,2019F,TR,13:00:00Z,14:15:00Z,Castle Point,P,220,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103V,10187,3,3,18,17,O,2019-08-26Z,2019-12-20Z,Balog Z,2019F,TR,7:00:00Z,8:15:00Z,Castle Point,P,116,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103W,10188,3,3,18,16,O,2019-08-26Z,2019-12-20Z,Pelphrey B,2019F,T,10:00:00Z,11:15:00Z,Castle Point,X,119,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103X,10189,3,3,18,16,O,2019-08-26Z,2019-12-20Z,Kizershot J,2019F,MWF,10:00:00Z,10:50:00Z,Castle Point,P,216,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103Y,10190,3,3,18,16,O,2019-08-26Z,2019-12-20Z,Burke M,2019F,MWF,7:00:00Z,7:50:00Z,Castle Point,P,218,LEC,NA,NA,NA,NA
Writing & Communications Collqm,CAL 103Z,10191,3,3,18,18,C,2019-08-26Z,2019-12-20Z,Elbanna A,2019F,TR,11:30:00Z,12:45:00Z,Castle Point,NB,102,LEC,NA,NA,NA,NA
"Knowledge, Nature, Culture",CAL 105A,10192,3,3,15,11,O,2019-08-26Z,2019-12-20Z,McBryan J,2019F,TR,8:30:00Z,9:45:00Z,Castle Point,E,111,LEC,NA,NA,NA,NA
"Knowledge, Nature, Culture",CAL 105B,10193,3,3,0,0,X,2019-08-26Z,2019-12-20Z,McBryan J,2019F,TR,10:00:00Z,11:15:00Z,Castle Point,,,LEC,NA,NA,NA,NA
"Knowledge, Nature, Culture",CAL 105C,10194,3,3,24,24,C,2019-08-26Z,2019-12-20Z,Mullan J,2019F,TR,8:30:00Z,9:45:00Z,Castle Point,A,501,LEC,NA,NA,NA,NA
Independent Study I,CAL 495A,12501,3,3,3,1,O,2019-08-26Z,2019-12-20Z,Niewodowski K,2019F,M,5:00:00Z,8:50:00Z,Castle Point,N/A,N/A,LEC,NA,,,
Thesis Preparation,CAL 498A,10195,3,6,40,0,O,2019-08-26Z,2019-12-20Z,Brick A,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis Preparation,CAL 498A1,10196,3,6,40,1,O,2019-08-26Z,2019-12-20Z,Fidler B,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis Preparation,CAL 498A2,10197,3,6,40,1,O,2019-08-26Z,2019-12-20Z,Muka S,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis Preparation,CAL 498A3,12572,3,6,40,3,O,2019-08-26Z,2019-12-20Z,Diaz de Leon M,2019F,TBA,NA,NA,Castle Point,,,LEC,NA,,,
Thesis Preparation,CAL 498A4,12575,3,6,40,0,O,2019-08-26Z,2019-12-20Z,Benezra A,2019F,TBA,NA,NA,Castle Point,,,LEC,NA,,,
Thesis Preparation,CAL 498B,10198,3,6,40,0,O,2019-08-26Z,2019-12-20Z,Mullan J,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis Preparation,CAL 498C,10199,3,6,40,0,O,2019-08-26Z,2019-12-20Z,Hammerman R,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis Preparation,CAL 498D,10200,3,6,40,1,O,2019-08-26Z,2019-12-20Z,Cormack L,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis Preparation,CAL 498E,10201,3,6,40,0,O,2019-08-26Z,2019-12-20Z,Thompson J,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis Preparation,CAL 498F,10202,3,6,40,1,O,2019-08-26Z,2019-12-20Z,Lytle A,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis Preparation,CAL 498G,10203,3,6,40,2,O,2019-08-26Z,2019-12-20Z,Harari R,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis Preparation,CAL 498H,10204,3,6,40,0,O,2019-08-26Z,2019-12-20Z,Horgan J,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis Preparation,CAL 498I,10205,3,6,40,2,O,2019-08-26Z,2019-12-20Z,Karl K,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis Preparation,CAL 498J,10206,3,6,40,0,O,2019-08-26Z,2019-12-20Z,Levin S,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis Preparation,CAL 498K,10207,3,6,40,1,O,2019-08-26Z,2019-12-20Z,Thomas K,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis Preparation,CAL 498L,10208,3,6,40,0,O,2019-08-26Z,2019-12-20Z,Morgan G,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis Preparation,CAL 498M,10209,3,6,40,0,O,2019-08-26Z,2019-12-20Z,MacPhail T,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis Preparation,CAL 498N,10210,3,6,40,0,O,2019-08-26Z,2019-12-20Z,Pennino A,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis Preparation,CAL 498O,10211,3,6,40,0,O,2019-08-26Z,2019-12-20Z,Manzione C,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis Preparation,CAL 498P,10212,3,6,40,0,O,2019-08-26Z,2019-12-20Z,Rubenfeld A,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis Preparation,CAL 498Q,10213,3,6,40,0,O,2019-08-26Z,2019-12-20Z,Kowal M,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis Preparation,CAL 498R,10214,3,6,40,0,O,2019-08-26Z,2019-12-20Z,Schept S,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis Preparation,CAL 498S,10215,3,6,40,1,O,2019-08-26Z,2019-12-20Z,Sinnreich-Levi,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis Preparation,CAL 498T,10216,3,6,40,0,O,2019-08-26Z,2019-12-20Z,Steinmann M,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis Preparation,CAL 498U,10217,3,6,40,1,O,2019-08-26Z,2019-12-20Z,Wellerstein A,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis Preparation,CAL 498V,10218,3,6,40,0,O,2019-08-26Z,2019-12-20Z,Bush D,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis Preparation,CAL 498W,10219,3,6,40,3,O,2019-08-26Z,2019-12-20Z,Fefferman L,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis Preparation,CAL 498X,10220,3,6,40,1,O,2019-08-26Z,2019-12-20Z,Durakoglu E,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis Preparation,CAL 498Y,10221,3,6,40,0,O,2019-08-26Z,2019-12-20Z,Nowacek N,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis Preparation,CAL 498Z,10222,3,6,40,0,O,2019-08-26Z,2019-12-20Z,O'Brien N,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Senior Thesis,CAL 499A,10223,4,8,999,0,O,2019-08-26Z,2019-12-20Z,Muka S,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Senior Thesis,CAL 499A3,12573,4,8,999,0,O,2019-08-26Z,2019-12-20Z,STAFF,2019F,NA,NA,NA,NA,NA,NA,NA,NA,,,
Senior Thesis,CAL 499A4,12574,4,8,999,0,O,2019-08-26Z,2019-12-20Z,Benezra A,2019F,NA,NA,NA,NA,NA,NA,NA,NA,,,
Senior Thesis,CAL 499B,10224,4,8,999,0,O,2019-08-26Z,2019-12-20Z,Mullan J,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Senior Thesis,CAL 499C,10225,4,8,999,0,O,2019-08-26Z,2019-12-20Z,Hammerman R,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Senior Thesis,CAL 499D,10226,4,8,999,0,O,2019-08-26Z,2019-12-20Z,Cormack L,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
